compissueURI,component,intissueURI,integrated
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalSubsidies>","""Agricultural Subsidies""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#VocationalEducation>","""Vocational Education""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PoliticalParticipation>","""Political Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InterestRates>","""Interest Rates""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OzoneDepletion>","""Ozone Depletion""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergyPolicies>","""Energy Policies""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#QuotasAndQuantitativeRestrictions>","""Quotas and Quantitative Restrictions""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarketTransparency>","""Market Transparency""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodSecurity>","""Food Security""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanRightsMonitoring>","""Human Rights Monitoring""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PostnatalCare>","""Postnatal Care""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyTrade>","""Technology Trade""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TransparencyInGovernment>","""Transparency in Government""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RightToPropertyCustomary>","""Right to Property - Customary""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Buildings>","""Buildings""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterPreparedness>","""Disaster Preparedness""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TerrestrialProtectedAreas>","""Terrestrial Protected Areas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToHealthcare>","""Access to Healthcare""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccidentBenefits>","""Accident Benefits""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ProtectedAreaEncroachment>","""Protected Area Encroachment""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PropertyTransfers>","""Property Transfers""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RightToPropertyFormal>","""Right to Property - Formal""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#IncomeStability>","""Income Stability""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterMitigation>","""Disaster Mitigation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InvestmentInHealth>","""Investment In Health""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AirPollution>","""Air Pollution""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EducationalPolicies>","""Educational Policies""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RemedialActionpollution>","""Remedial Action (Pollution)""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalTaxes>","""Agricultural Taxes""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomensEconomicParticipation>","""Women's Economic Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ProtectionOfThreatenedAndRareEcosystems>","""Protection of Threatened & Rare Ecosystems""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergyConservation>","""Energy Conservation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ComplianceCosts>","""Compliance Costs""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Corruption>","""Corruption""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandscapeProtection>","""Landscape Protection""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WorkingConditions>","""Working Conditions""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LaborPolicy>","""Labor Policy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WomensPoliticalParticipation>","""Women's Political Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SocialSupport>","""Social Support""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalTariffsAndQuotas>","""Agricultural Tariffs and Quotas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ClimateChangeAdaptation>","""Climate Change Adaptation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LawsAndRegulations>","""Laws and Regulations""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GreenhouseGasMitigation>","""Greenhouse Gas Mitigation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarineProtectedAreas>","""Marine Protected Areas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#PrenatalCare>","""Prenatal Care""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Inflation>","""Inflation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanRightsAdvocacy>","""Human Rights Advocacy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MaritimeLaw>","""Maritime Law""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Certification>","""Certification""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GovernanceStructure>","""Governance Structure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CapacityForParticipation>","""Capacity for Participation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandTenure>","""Land Tenure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodSafety>","""Food Safety""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SafetyEducation>","""Safety Education""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FamilyPlanning>","""Family Planning""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#JobSecurity>","""Job Security""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterRelief>","""Disaster Relief""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForestManagementPractices>","""Forest Management Practices""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandscapeChanges>","""Landscape Changes""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Rightslegal>","""Rights (Legal)""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarineEconomics>","""Marine Economics""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ResearchAndDevelopment>","""Research and Development""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GenderPolicy>","""Gender Policy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EcosystemManagement>","""Ecosystem Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WastePrevention>","""Waste Prevention""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OtherTradeRestrictions>","""Other Trade Restrictions""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnergySecurity>","""Energy Security""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterRights>","""Water Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToFinance>","""Access to Finance""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WastepollutionPolicy>","""Waste/Pollution Policy""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Refugees>","""Refugees""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RepresentationAndAccountability>","""Representation and Accountability""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AgriculturalPrices>","""Agricultural Prices""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OccupationalSegregation>","""Occupational Segregation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CulturalProtectionAndConservation>","""Cultural Protection and Conservation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ResourceRights>","""Resource Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyInnovation>","""Technology Innovation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MaternalHealthServices>","""Maternal Health Services""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#IntraregionalTradedomesticTrade>","""Intraregional Trade (Domestic Trade)""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MarketStructure>","""Market Structure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CivilRights>","""Civil Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TradeAgreements>","""Trade Agreements""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GenderEquality>","""Gender Equality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Equality>","""Equality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodSecurityNational>","""Food Security - National""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EducationInfrastructure>","""Education Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#TechnologyTransfer>","""Technology Transfer""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EnforcementOfLawsAndRegulations>","""Enforcement of Laws and Regulations""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Investment>","""Investment""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Governance>","""Governance"""
